timestamp,accident_count,weather_status,day_of_week,car_count,avg_speed
00:12,0,clear,2,20,70
01:14,0,clear,3,20,70
02:16,0,clear,4,20,70
03:18,0,clear,5,20,70
04:20,1,clear,6,45,30
05:22,0,clear,0,30,55
06:24,0,clear,1,30,55
07:26,0,clear,2,35,50
08:28,0,clear,3,35,50
09:30,0,clear,4,35,50
10:32,0,clear,5,20,70
11:34,0,clear,6,30,55
12:36,0,clear,0,30,55
13:38,0,clear,1,30,55
14:40,1,clear,2,35,45
15:42,0,clear,3,20,70
16:44,0,clear,4,20,70
17:46,0,clear,5,35,50
18:48,0,clear,6,45,35
19:50,0,clear,0,45,35
20:52,0,clear,1,30,55
21:54,0,clear,2,20,70
22:56,0,clear,3,20,70
23:58,0,clear,4,20,70
00:00,1,clear,5,35,45
01:02,0,clear,6,30,55
02:04,0,clear,0,30,55
03:06,0,clear,1,30,55
04:08,0,clear,2,20,70
05:10,0,clear,3,20,70
06:12,0,clear,4,20,70
07:14,0,clear,5,35,50
08:16,0,clear,6,45,35
09:18,0,clear,0,45,35
10:20,1,clear,1,45,30
11:22,0,clear,2,20,70
12:24,0,clear,3,20,70
13:26,0,clear,4,20,70
14:28,0,clear,5,20,70
15:30,0,clear,6,30,55
16:32,0,clear,0,30,55
17:34,0,clear,1,45,35
18:36,0,clear,2,35,50
19:38,0,clear,3,35,50
20:40,1,clear,4,35,45
21:42,0,clear,5,20,70
22:44,0,clear,6,30,55
23:46,0,clear,0,30,55
00:48,0,clear,1,30,55
01:50,0,clear,2,20,70
02:52,0,clear,3,20,70
03:54,0,clear,4,20,70
04:56,0,clear,5,20,70
05:58,0,clear,6,30,55
06:00,1,clear,0,45,30
07:02,0,clear,1,45,35
08:04,0,clear,2,35,50
09:06,0,clear,3,35,50
10:08,0,clear,4,20,70
11:10,0,clear,5,20,70
12:12,0,clear,6,30,55
13:14,0,clear,0,30,55
14:16,0,clear,1,30,55
15:18,0,clear,2,20,70
16:20,1,clear,3,35,45
17:22,0,clear,4,35,50
18:24,0,clear,5,35,50
19:26,0,clear,6,45,35
20:28,0,clear,0,30,55
21:30,0,clear,1,30,55
22:32,0,clear,2,20,70
23:34,0,clear,3,20,70
00:36,0,clear,4,20,70
01:38,0,clear,5,20,70
02:40,1,clear,6,45,30
03:42,0,clear,0,30,55
04:44,0,clear,1,30,55
05:46,0,clear,2,20,70
06:48,0,clear,3,20,70
07:50,0,clear,4,35,50
08:52,0,clear,5,35,50
09:54,0,clear,6,45,35
10:56,0,clear,0,30,55
11:58,0,clear,1,30,55
12:00,1,clear,2,35,45
13:02,0,clear,3,20,70
14:04,0,clear,4,20,70
15:06,0,clear,5,20,70
16:08,0,clear,6,30,55
17:10,0,clear,0,45,35
18:12,0,clear,1,45,35
19:14,0,clear,2,35,50
20:16,0,clear,3,20,70
21:18,0,clear,4,20,70
22:20,1,clear,5,35,45
23:22,0,clear,6,30,55
00:24,0,clear,0,30,55
01:26,0,clear,1,30,55
02:28,0,clear,2,20,70
03:30,0,clear,3,20,70
04:32,0,clear,4,20,70
05:34,0,clear,5,20,70
06:36,0,clear,6,30,55
07:38,0,clear,0,45,35
08:40,1,clear,1,50,10
09:42,0,clear,2,35,50
10:44,0,clear,3,20,70
11:46,0,clear,4,20,70
12:48,0,clear,5,20,70
13:50,0,clear,6,30,55
14:52,0,clear,0,30,55
15:54,0,clear,1,30,55
16:56,0,clear,2,20,70
17:58,0,clear,3,35,50
18:00,1,clear,4,50,25
19:02,0,clear,5,35,50
20:04,0,clear,6,30,55
21:06,0,clear,0,30,55
22:08,0,clear,1,30,55
23:10,0,clear,2,20,70
00:12,0,clear,3,20,70
01:14,0,clear,4,20,70
02:16,0,clear,5,20,70
03:18,0,clear,6,30,55
04:20,1,clear,0,45,30
05:22,0,clear,1,30,55
06:24,0,clear,2,20,70
07:26,0,clear,3,35,50
08:28,0,clear,4,35,50
09:30,0,clear,5,35,50
10:32,0,clear,6,30,55
11:34,0,clear,0,30,55
12:36,0,clear,1,30,55
13:38,0,clear,2,20,70
14:40,1,clear,3,35,45
15:42,0,clear,4,20,70
16:44,0,clear,5,20,70
17:46,0,clear,6,45,35
18:48,0,clear,0,45,35
19:50,0,clear,1,45,35
20:52,0,clear,2,20,70
21:54,0,clear,3,20,70
22:56,0,clear,4,20,70
23:58,0,clear,5,20,70
00:00,1,clear,6,45,30
01:02,0,clear,0,30,55
02:04,0,clear,1,30,55
03:06,0,clear,2,20,70
04:08,0,clear,3,20,70
05:10,0,clear,4,20,70
06:12,0,clear,5,20,70
07:14,0,clear,6,45,35
08:16,0,clear,0,45,35
09:18,0,clear,1,45,35
10:20,1,clear,2,35,45
11:22,0,clear,3,20,70
12:24,0,clear,4,20,70
13:26,0,clear,5,20,70
14:28,0,clear,6,30,55
15:30,0,clear,0,30,55
16:32,0,clear,1,30,55
17:34,0,clear,2,35,50
18:36,0,clear,3,35,50
19:38,0,clear,4,35,50
20:40,1,clear,5,35,45
21:42,0,clear,6,30,55
22:44,0,clear,0,30,55
23:46,0,clear,1,30,55
00:48,0,clear,2,20,70
01:50,0,clear,3,20,70
02:52,0,clear,4,20,70
03:54,0,clear,5,20,70
04:56,0,clear,6,30,55
05:58,0,clear,0,30,55
06:00,1,rainy,1,50,10
07:02,0,rainy,2,45,30
08:04,0,rainy,3,45,30
09:06,0,rainy,4,45,30
10:08,0,rainy,5,30,50
11:10,0,rainy,6,40,35
12:12,0,rainy,0,40,35
13:14,0,rainy,1,40,35
14:16,0,rainy,2,30,50
15:18,0,rainy,3,30,50
16:20,1,rainy,4,45,25
17:22,0,rainy,5,45,30
18:24,0,rainy,6,50,15
19:26,0,rainy,0,50,15
20:28,0,rainy,1,40,35
21:30,0,rainy,2,30,50
22:32,0,rainy,3,30,50
23:34,0,rainy,4,30,50
00:36,0,rainy,5,30,50
01:38,0,rainy,6,40,35
02:40,1,rainy,0,50,10
03:42,0,rainy,1,40,35
04:44,0,rainy,2,30,50
05:46,0,rainy,3,30,50
06:48,0,rainy,4,30,50
07:50,0,rainy,5,45,30
08:52,0,rainy,6,50,15
09:54,0,rainy,0,50,15
10:56,0,rainy,1,40,35
11:58,0,rainy,2,30,50
12:00,1,rainy,3,45,25
13:02,0,rainy,4,30,50
14:04,0,rainy,5,30,50
15:06,0,rainy,6,40,35
16:08,0,rainy,0,40,35
17:10,0,rainy,1,50,15
18:12,0,rainy,2,45,30
19:14,0,rainy,3,45,30
20:16,0,rainy,4,30,50
21:18,0,rainy,5,30,50
22:20,1,rainy,6,50,10
23:22,0,rainy,0,40,35
00:24,0,rainy,1,40,35
01:26,0,rainy,2,30,50
02:28,0,rainy,3,30,50
03:30,0,rainy,4,30,50
04:32,0,rainy,5,30,50
05:34,0,rainy,6,40,35
06:36,0,rainy,0,40,35
07:38,0,rainy,1,50,15
08:40,1,rainy,2,50,10
09:42,0,rainy,3,45,30
10:44,0,rainy,4,30,50
11:46,0,rainy,5,30,50
12:48,0,rainy,6,40,35
13:50,0,rainy,0,40,35
14:52,0,rainy,1,40,35
15:54,0,rainy,2,30,50
16:56,0,rainy,3,30,50
17:58,0,rainy,4,45,30
18:00,1,rainy,5,50,10
19:02,0,rainy,6,50,15
20:04,0,rainy,0,40,35
21:06,0,rainy,1,40,35
22:08,0,rainy,2,30,50
23:10,0,rainy,3,30,50
00:12,0,rainy,4,30,50
01:14,0,rainy,5,30,50
02:16,0,rainy,6,40,35
03:18,0,rainy,0,40,35
04:20,1,rainy,1,50,10
05:22,0,rainy,2,30,50
06:24,0,rainy,3,30,50
07:26,0,rainy,4,45,30
08:28,0,rainy,5,45,30
09:30,0,rainy,6,50,15
10:32,0,rainy,0,40,35
11:34,0,rainy,1,40,35
12:36,0,rainy,2,30,50
13:38,0,rainy,3,30,50
14:40,1,rainy,4,45,25
15:42,0,rainy,5,30,50
16:44,0,rainy,6,40,35
17:46,0,rainy,0,50,15
18:48,0,rainy,1,50,15
19:50,0,rainy,2,45,30
20:52,0,rainy,3,30,50
21:54,0,rainy,4,30,50
22:56,0,rainy,5,30,50
23:58,0,rainy,6,40,35
00:00,1,rainy,0,50,10
01:02,0,rainy,1,40,35
02:04,0,rainy,2,30,50
03:06,0,rainy,3,30,50
04:08,0,rainy,4,30,50
05:10,0,rainy,5,30,50
06:12,0,rainy,6,40,35
07:14,0,rainy,0,50,15
08:16,0,rainy,1,50,15
09:18,0,rainy,2,45,30
10:20,1,rainy,3,45,25
11:22,0,rainy,4,30,50
12:24,0,rainy,5,30,50
13:26,0,rainy,6,40,35
14:28,0,rainy,0,40,35
15:30,0,rainy,1,40,35
16:32,0,rainy,2,30,50
17:34,0,rainy,3,45,30
18:36,0,rainy,4,45,30
19:38,0,rainy,5,45,30
20:40,1,rainy,6,50,10
21:42,0,rainy,0,40,35
22:44,0,rainy,1,40,35
23:46,0,rainy,2,30,50
00:48,0,rainy,3,30,50
01:50,0,rainy,4,30,50
02:52,0,rainy,5,30,50
03:54,0,rainy,6,40,35
04:56,0,rainy,0,40,35
05:58,0,rainy,1,40,35
06:00,1,rainy,2,45,25
07:02,0,rainy,3,45,30
08:04,0,rainy,4,45,30
09:06,0,rainy,5,45,30
10:08,0,rainy,6,40,35
11:10,0,rainy,0,40,35
12:12,0,rainy,1,40,35
13:14,0,rainy,2,30,50
14:16,0,rainy,3,30,50
15:18,0,rainy,4,30,50
16:20,1,rainy,5,45,25
17:22,0,rainy,6,50,15
18:24,0,rainy,0,50,15
19:26,0,rainy,1,50,15
20:28,0,rainy,2,30,50
21:30,0,rainy,3,30,50
22:32,0,rainy,4,30,50
23:34,0,rainy,5,30,50
00:36,0,rainy,6,40,35
01:38,0,rainy,0,40,35
02:40,1,rainy,1,50,10
03:42,0,rainy,2,30,50
04:44,0,rainy,3,30,50
05:46,0,rainy,4,30,50
06:48,0,rainy,5,30,50
07:50,0,rainy,6,50,15
08:52,0,rainy,0,50,15
09:54,0,rainy,1,50,15
10:56,0,rainy,2,30,50
11:58,0,rainy,3,30,50
12:00,1,rainy,4,45,25
13:02,0,rainy,5,30,50
14:04,0,rainy,6,40,35
15:06,0,rainy,0,40,35
16:08,0,rainy,1,40,35
17:10,0,rainy,2,45,30
18:12,0,rainy,3,45,30
19:14,0,rainy,4,45,30
20:16,0,rainy,5,30,50
21:18,0,rainy,6,40,35
22:20,1,rainy,0,50,10
23:22,0,rainy,1,40,35
00:24,0,rainy,2,30,50
01:26,0,rainy,3,30,50
02:28,0,rainy,4,30,50
03:30,0,rainy,5,30,50
04:32,0,rainy,6,40,35
05:34,0,rainy,0,40,35
